"Congrats Fizz n his team :) — watching IPL - Indian Premier League","0","0"
"Congrats Hyderabad sunrisers for winning Vivo IPL - 2016 :) #SRHvsRCB #IPLFinal — feeling happy","0","0"
"And another superb season of #IPL ends on a high! Over 400 runs scored in the final! @SunRisers deserved to win their maiden title! :)","0","0"
"A big thank U 2 all of you, 4 making this #IPL so interesting with all those amazing updates! We'll be back with the results :) #IPreferLess","0","0"
"@RCBTweets Showed great class like @realmadrid but still finished Second :p #IPL #RCBvSRH","0","0"
"Tirumalsetti Suman is an IPL winner. :D","0","0"
"@imvkohli Congrats Kohli For Became Orange Cap Winner :D 973 Runs Highest Ever In IPL","0","0"
"@F_For_Fasi i dont even watch ipl or care :p i just watched the final and was supporting warner","0","0"
"@nehasanghvi Yes! Cheers to that :) @IPL @SunRisers","0","0"
"RSA in Cricket World and RCB in IPL :) Mother of Coincident :O #RCBvSRH","0","0"
"Barring Sunrisers this time and Rajasthan in 2008 the table toppers have never won the IPL. It always was the runners-up! :) #SRHvRCB","0","0"
"When there is a Bangladeshi... At the end you will win :D #fizz #ipl2016 #mustafiz — watching IPL - Indian... http://fb.me/1EkOnqKHS ","0","0"
"one more lover of IPL :D https://twitter.com/sameens89/status/736984137492537344 …","0","0"
"Done with #IPL !! Ready for next Challenge :)","0","0"
"It was the first @IPL final for @YUVSTRONG12 & he won it :). #OrangeArmy #RCBvSRH @SunRisers","0","0"
"#SRH won d ipl 2k16 #warner gud knock gud captaincy ovr al grt win :) #RCB #kohli led frm d front but stil... http://fb.me/3Cz7TmAdD ","0","0"
"Sunrisers Hyderabad IPL 2016 Champions :) New Champions <3 Best bowling side wins over best batting side ;) Well... http://fb.me/6b600DUTo ","0","0"
"Hyderabad Nawaabs ( Sun Risers Hyderabad) Won The Match :D Congrats To Hyderabaadis <3 #IPL Jai Telangana","0","0"
"Ohh! #RCB loose  but well played  Congratz #Sunrises_hyderabad they really deserved this Huge Achievement :-) #IPL_final <3","0","0"
"#RcbvsSrh Congrats Hyderabad for winning the final match of IPL . Biggest congrats to whole team of sunrisers!!!!!!! :):):):):)","0","0"
"So, Vizag's favorite cricketer @davidwarner31 wins the IPL! :D #RCBvSRH","12.9715987","77.5945627"
"Ipl trophies: Sohail tanvir 1 out of 1 Kohli 0 out of 9 :p","0","0"
"Finally IPL 9 winners.... :) Orange army rocks. Respect Ka boom Warner and Fighter Yuvi. #bleedorange — feeling crazy","0","0"
"Going to bed singing GO GO GO GO GO HERE WE GO WE ARE THE ORANGE ARMY!! :D :D Congo @SunRisers #Champz #IPL","0","0"
"29th may ........ ucl/ipl .........cr7/fizz ................... :)","0","0"
"The year I don't follow IPL,Yuvraj's team wins it. :)","0","0"
"#Hyderabad ke poTTay log :-) #IPL","0","0"
"Sunrisers are the 2016 IPL champions.. :) Champion They Are Real Champions.. :) Well Played #Warner won the IPL Single Handed.. :)","0","0"
"David Warner brilliantly steered the whole journey to IPL trophy thru awesome performance and team mobilization. :) https://twitter.com/ESPNcricinfo/status/736982793951940609 …","0","0"
"Great captaincy @davidwarner31 !! Congratulations on the IPL win!! :D","0","0"
"குரைக்கிற நாய் கடிக்காது கண்ணு ;) ;) :D #SRH Won The IPL 2016 Trophy B-)","0","0"
"Hardwork Never Fails #Hatsoff David Warner and his Team #SunrisersHyderabad Won d First IPL Tittle :) :) (y)","0","0"
"Match winner blowing #bhuvi :) 2016 ipl winner #sRh ;)  ky hua #rcb_walo_playbold ? lol :D — feeling proud","0","0"
"supported SRH during the whole season of IPL..and they are the champion..congratulation orange ARMY. :)","0","0"
"@BrawnyGirll @Ishaa0810 IPL ki kuda edava OAs enti asalu edistey entha edvakapothey entha :D india match aitey feel avvali manam","17.3271135","78.5912409"
"Deserving victory for Warner & company :-) Hyderabad won this IPL..... Cricket Rocks But still I want RCB to win this one :-)","0","0"
"Sunrisers Hyderabad - IPL Champion <3 Warner, Fizz & Bhuvi all played amazingly :) (Balanced team)","0","0"
"Congrats @YUVSTRONG12 you deserved it in IPL 1 but better late than never. Another trophy :) #RCBvSRH","0","0"
"#SRH lifts the IPL 2016 :-) @davidwarner31pic.twitter.com/tIZBlHKRoR","0","0"
"Hyderabad only city to win #IPL with two different teams :) #SRH","0","0"
"Wonder why Kohli Saab is not punching the air and showing his antiques :)) Arrogance doused till 2017 IPL....","0","0"
"RCB with IPL cup better love story than twilight's  :p","0","0"
"Official chokers award is given to RCB from South Africa. :P #SRH #IPL #RCB","0","0"
"Congratulations @SunRisers for winning the VIVO IPL 2016!!! :D","0","0"
